delta;eta;es_baseline;riqueza_final;log_crecimiento_medio;CAGR;varianza_mensual;max_drawdown;peor_mes;percentil5_mensual;VaR_perdida;CVaR_perdida;turnover_total;costo_total;costo_medio;peso_max_promedio;peso_max_pico;Neff_promedio;violaciones_delta;min_factor_crecimiento;fraccion_factible;fallos_solver;n_meses;CAGR_diff_vs_baseline;MDD_diff_vs_baseline
0.7;0.5;0;1.24465213967627;0.00165800064388681;0.0200952524863611;2.6171143972765e-06;0;3.9294363420872e-06;1.61995626254852e-05;-1.61995626254852e-05;-9.28738812680915e-06;0.00529466895625786;5.64004661769053e-06;4.2727625891595e-08;0.356710875857194;0.627910523387605;4.57578458011558;0;1.00000392943634;1;0;132;-0.196372267638682;-0.264044410103618
0.7;1;0;1.24461055660977;0.00165774753823303;0.0200921541885568;2.61767885056648e-06;0;3.97978423549716e-08;1.66649565545463e-05;-1.66649565545463e-05;-8.4432645666472e-06;0.00424352098536001;4.51609308252903e-06;3.42128263827957e-08;0.359447103205897;0.561767851350533;4.53145260086872;0;1.00000003979784;1;0;132;-0.196375365936486;-0.264044410103618
0.75;0;1;8.63317080373111;0.0163303928336176;0.216483979727425;0.00296529498396897;0.263955612324816;-0.121320787926137;-0.080477414971854;0.0804774149718539;0.100130032126308;13.4545951970579;0.0578244836109119;0.000438064269779635;0.250025344857516;0.250249995719821;4.24070473491578;0;0.878679212073863;1;0;132;0;0
0.75;0.01;0;8.62527048657997;0.0163234569938529;0.216382735885233;0.00286220641909814;0.270344545219862;-0.111072571129123;-0.0804776231842259;0.0804776231842258;0.0971482614311932;12.0587809931135;0.0505726470015954;0.00038312611364845;0.25002281700194;0.250249999249607;4.36955741070892;0;0.888927428870877;1;0;132;-0.0001012438421919;0.0063889328950465
0.75;0.02;0;8.78488283670717;0.0164623665515643;0.218412033002134;0.0027776878760488;0.269320352225021;-0.110556963989301;-0.083074003339808;0.0830740033398079;0.0962145628396497;11.3383590003649;0.0451993194238986;0.000342419086544686;0.249905647728284;0.250249999409435;4.43170307857156;0;0.889443036010699;1;0;132;0.00192805327470924;0.0053647399002057
0.75;0.03;0;8.0676332147558;0.015817122403998;0.209014383818886;0.00266331156302913;0.276422817573231;-0.111017900407354;-0.0817417669633633;0.0817417669633631;0.0950929103471936;10.9712024048741;0.0426816018894311;0.000323345468859326;0.249626113686083;0.250249998130942;4.54223256549923;0;0.888982099592646;1;0;132;-0.00746959590853935;0.0124672052484157
0.75;0.04;0;7.34691516215791;0.0151081857522329;0.198772634784969;0.00258473435687945;0.279053208657364;-0.111074899279718;-0.0808987273956591;0.080898727395659;0.0948000289603776;11.2397866074277;0.0384976758899022;0.000291649059771987;0.249311165324255;0.250249998791541;4.61151291427393;0;0.888925100720282;1;0;132;-0.0177113449424562;0.015097596332548
0.75;0.05;0;7.04152648453081;0.01478655285496;0.194154775461923;0.00241647983846685;0.281056458854091;-0.108803444235465;-0.079143486932085;0.0791434869320849;0.0916103981052012;11.6115866952875;0.0368590086677343;0.000279234914149502;0.248728905504309;0.250249999527137;4.81110326079761;0;0.891196555764535;1;0;132;-0.0223292042655023;0.0171008465292757
0.75;0.1;0;5.80671427318891;0.0133258703130306;0.173405780472168;0.00183866177971136;0.2398773729521;-0.10362517025303;-0.0629859466489339;0.0629859466489339;0.0784916841171287;10.5907491018296;0.0286956460942374;0.000217391258289678;0.248211181217355;0.275979739603794;5.77743303329166;0;0.89637482974697;1;0;132;-0.0430781992552567;-0.0240782393727157
0.75;0.15;0;3.490045486985;0.00946905128522316;0.120335972111114;0.00133572017949249;0.220854338498996;-0.0962199935858558;-0.0607792512459913;0.0607792512459912;0.0732770229508396;8.64213970270281;0.0181329721409036;0.000137371001067451;0.240155507157578;0.302980002154869;6.63043436430829;0;0.903780006414144;1;0;132;-0.096148007616311;-0.0431012738258199
0.75;0.3;0;1.2610598682457;0.00175721615648868;0.0213104870440675;1.30626193753363e-05;0.0190478647470879;-0.0190478647470878;5.10932697621591e-06;-5.10932697621595e-06;0.00530333404828726;0.809407046239381;0.000863368092101463;6.54066736440502e-06;0.306808146457815;0.493211061732815;5.432706803264;0;0.980952135252912;1;0;132;-0.195173492683358;-0.244907747577728
0.75;0.5;0;1.24464686146179;0.00165796851719306;0.0200948592189836;2.61725690135253e-06;0;2.38882727621181e-06;1.64900012017633e-05;-1.64900012017633e-05;-9.01664047654143e-06;0.00441766934099599;4.69208876763617e-06;3.55461270275468e-08;0.346697468347048;0.537678763442216;4.65776389831313;0;1.00000238882728;1;0;132;-0.196389120508442;-0.263955612324816
0.75;1;0;1.24461043977199;0.00165774682705895;0.0200921454829996;2.61775718337496e-06;0;6.32532435540512e-07;1.6664897486951e-05;-1.6664897486951e-05;-8.48908286243955e-06;0.00376822863295402;4.00521985392122e-06;3.03425746509183e-08;0.358224831484764;0.635242191143224;4.4754989422845;0;1.00000063253244;1;0;132;-0.196391834244426;-0.263955612324816
